ruleName,alarmCode,groupLevel,alarmCodeID,groupLevelID
taping,4105,DPLevel2,6baa25cf-4049-4b7e-b3d9-c8776c9eb8e2,
taping,4200,DPLevel2,41947306-449d-4718-bd51-af9bf77e7197,
taping,4201,DPLevel2,4823f224-26d2-43bd-8790-4e693a7dc940,
taping,4207,DPLevel2,7ff9ed86-94c0-479f-979f-c4d308527402,
taping,4208,DPLevel2,7d6f3415-f3b3-455a-8813-a1a0f722e565,
taping,4209,DPLevel2,e2e8c37f-38fa-4593-8dae-fb2bbefcc32a,
taping,4210,DPLevel2,35a348a1-30ab-4fc0-bb0b-947272f5dd35,
taping,4211,DPLevel2,7f7ce63d-0b0e-4ef9-b83f-ff657e6e6c1e,
taping,4212,DPLevel2,d5f6ecbd-861f-4801-8d7a-14ee721918b3,
taping,4213,DPLevel2,92842d4c-c658-47b3-8e6a-412cd3fd7475,
taping,4214,DPLevel2,0b0186ba-8fe4-4b1f-8100-481e6b12f62c,
taping,4215,DPLevel2,50dc21a4-7235-4cec-a933-334be2a2b7c0,
taping,4216,DPLevel2,5bbbd373-5c93-4d67-b113-71f4c97d65df,
taping,4218,DPLevel2,276e658a-c715-4c2d-b83a-d91f156b2148,
taping,4219,DPLevel2,a9b15ab5-aeaa-46a6-bff6-557d09310b74,
taping,4300,DPLevel2,afa51780-284a-447a-8152-d79dd942ae46,
taping,4301,DPLevel2,6134d7aa-52e8-4a03-9b2b-395c6de5a09a,
taping,5000,DPLevel2,90fb568b-be33-4e24-8302-efa43ae4d351,
taping,5001,DPLevel2,838a4a83-44e2-4e97-8ee9-3072c8340fdf,
taping,5005,DPLevel2,5b153729-312c-464d-b01c-6d428ef85e97,
taping,5006,DPLevel2,92301e33-e5b5-4743-a0d3-c9c0526563b7,
BG,1000000217,DPLevel2,5f6d8593-3ea9-4886-ab4b-2d53df47f8dc,
BG,1000000316,DPLevel2,c8754825-ba2d-4c2a-a341-166b055eb9ce,
BG,1000000317,DPLevel2,80865a8c-7201-415e-a8a5-cd03872882a7,
BG,1000000318,DPLevel2,21bf474f-fd36-4571-a2e3-58e53066142c,
BG,1000000319,DPLevel2,f61ac16e-bad4-46c1-afa7-2e2671a0bdf5,
BG,1000000327,DPLevel2,03731b76-b05c-448a-93a4-34b44bd36fc9,
BG,1000000362,DPLevel2,84376cac-3e31-46b8-9de2-03845bd2b602,
BG,1000000363,DPLevel2,861ab543-bf0f-4372-b1de-0fb5398c483b,
BG,1000000368,DPLevel2,3fbfd677-85c5-4288-b42d-ffa3acea01b6,
BG,1000000510,DPLevel2,ad17bd02-a9e7-420e-9577-4107ab46d1b1,
BG,1000000527,DPLevel2,5947768e-b3f2-4e4c-af35-60807c716bb1,
BG,1000000564,DPLevel2,f3f7da20-84ea-4adb-b7a7-7ccdcc0a416e,
BG,1000000565,DPLevel2,faec8f68-49fd-44d6-a071-8b760a6b74dc,
BG,1000000566,DPLevel2,44ac8ca0-063d-4848-b863-806deed00809,
BG,1000000568,DPLevel2,7fd87794-00bd-4156-bb3b-2ab88bb581aa,
BG,1000000613,DPLevel2,794e3e99-7b2c-42a8-8d1b-568129e7756d,
BG,1000000614,DPLevel2,07c85f2b-acc7-46e9-a0ab-44cb0881d038,
BG,1000000632,DPLevel2,071e0c80-c638-4872-a4e4-06a4f8608c78,
BG,1000000649,DPLevel2,cf0b7894-1bab-4135-b8db-9e792d527b87,
BG,1000000650,DPLevel2,b14cadba-d549-411d-9633-44c1b34825b1,
BG,1000000664,DPLevel2,7f6b2279-9168-4bb6-9bb7-77b10909d232,
BG,1000000667,DPLevel2,87b23b40-181d-4ff5-86d7-dc7f5d63df6d,
BG,1000002161,DPLevel2,9e3a64d7-0d3e-46da-a8b0-a628099f7fef,
BG,1000002163,DPLevel2,93aa16be-3cb3-4369-93fa-e17eeecf4b52,
BG,1000002210,DPLevel2,308dc9bd-7893-4348-8940-6b7f1ba95c00,
BG,1000002211,DPLevel1,82d6d560-e1f9-4b13-b2d4-6823a05f0092,
BG,1000002255,DPLevel2,12aa8b4a-1855-43be-bcf7-1898e742bf29,
BG,1780,DPLevel2,43c21a83-1eea-4e54-8ec8-376689aaea0b,
BG,4065,DPLevel2,c6ea9318-9f25-43eb-9277-80e2fe09f2ff,
BG,4327,DPLevel2,b6171937-a8a7-464b-9085-6bd52e378b7a,
BG,4701,DPLevel2,a16aa79a-3a0a-47ea-92fe-f6cf5a6bb805,
BG,4703,DPLevel2,a5a0c807-ef51-4063-b0f1-ec6a2d87ddf7,
BG,4704,DPLevel2,3a212300-d5d7-4ea4-9eda-6ebee3c70d91,
BG,4708,DPLevel2,2ec8d52e-ebe8-4560-8893-da9fa6e3bc96,
BG,4803,DPLevel2,f263d5bb-f586-473a-b53c-0b8f81ecbd4b,
BG,4804,DPLevel2,30d74fb3-1bc0-46b5-ab86-c71c0ab5a887,
BG,4805,DPLevel2,f9e97064-8792-4b60-8a79-ffb89f2594e2,
BG,4808,DPLevel2,3928d088-40e0-4fd7-906e-cb7a2cc5a0c4,
BG,4904,DPLevel2,0115f768-abae-4b79-8a53-3027a3587915,
BG,4910,DPLevel2,3eef0ad5-97a3-4b6e-82ca-9cde9afd0f8f,
BG,4943,DPLevel2,45df2eb8-d421-4eef-8450-bfada3857624,
BG,4944,DPLevel2,d2994d07-2ba8-4d09-a8b7-83de3660b2c2,
BG,5601,DPLevel2,e040ba64-f7ea-458d-a454-2468788a51d4,
BG,700,DPLevel2,52d7b596-0bd7-4503-92ac-77cd1e1e98ca,
BG,811,DPLevel2,f625af53-37ea-40c6-99dd-5c127bc46045,
BG,814,DPLevel2,4510d5b5-8a0a-49ff-a894-e422605eb50c,
BG,8293,DPLevel2,ccbc60a9-02fd-4dd0-b7e5-e2770bb684f2,
BG,841,DPLevel2,0ccc700d-932d-4b31-a925-51cdf89e61e5,
BG,8850,DPLevel2,03c48056-8961-44b0-b4e1-4ffa305437d3,
BG,922,DPLevel2,c8e1f47e-7bac-40ec-b7c9-32cd1405851a,
BG,924,DPLevel2,d7af4666-f5b5-4cca-a202-4c5214cb0d57,
BG,927,DPLevel2,82e71ff3-52ae-4ee2-8301-9a2bae374d38,
BG,933,DPLevel2,f41df732-344b-4471-b16b-aae43fd3efbf,
BG,936,DPLevel2,3f617bc5-d08f-4b84-a0c0-50a88ed607c7,
BG,976,DPLevel2,ade72698-d76a-4991-bd4d-e19f80e1867f,
Full Cut,11038,DPLevel2,7df5df5f-792d-4208-9afc-d6a949809510,
Full Cut,11039,DPLevel2,7212cff7-89b4-4fdf-9a68-31b909f80509,
Full Cut,11040,DPLevel2,2a3842b2-a350-4662-87e8-c5016356439f,
Full Cut,11041,DPLevel2,e6a61b39-f5e1-4f5e-b270-06aa728f046c,
Full Cut,11042,DPLevel2,ea783971-46cb-4c66-9587-50357db7ddb0,
Full Cut,11043,DPLevel2,2bb6e0f9-3bc2-46d0-9371-72300e875c39,
Full Cut,11044,DPLevel2,85631855-1fff-4ed6-b731-2ec90a95b4ff,
Full Cut,11045,DPLevel2,fae7ad3f-09c1-4c87-862d-235ec0b8308e,
Full Cut,11046,DPLevel2,62801137-4fcd-4900-8b64-df89a0899da4,
Full Cut,11047,DPLevel2,385ef8ad-497c-4df6-8d94-76b3ab2e31f8,
Full Cut,11048,DPLevel2,b7d1d528-800d-4f3e-891f-fc3edfc06cb9,
Full Cut,11049,DPLevel2,afb6c84a-223e-43ae-bcd2-548fb84535af,
Full Cut,1254,DPLevel2,a50ad791-18c3-4b82-9ea3-7d9b041b5a41,
Full Cut,1531,DPLevel2,edfa6ff2-858d-43b1-bd51-0935627c4dfc,
Full Cut,1532,DPLevel2,b7cfb9e2-7b7d-40db-bfcc-202c1f9f4f2d,
Full Cut,1534,DPLevel2,c1a69ef3-41a5-452f-a1c3-c2c1be2c21cd,
Full Cut,2023,DPLevel2,9555ae11-837d-4ab8-879b-18b3b6472e03,
Full Cut,22503,DPLevel2,06684b3c-8819-4255-9947-0757ca125fb1,
Full Cut,22512,DPLevel2,99a25839-244d-4c30-a01a-78e199cc9ed2,
Full Cut,22513,DPLevel2,9be56440-4546-467d-a94c-e29b32f510f3,
Full Cut,23014,DPLevel2,7726e5e3-6c2d-4008-a649-81eea481a219,
Full Cut,23015,DPLevel2,2786022f-bf2c-4796-8fa9-ca0d95a89315,
Full Cut,23016,DPLevel2,9718b2fc-8022-423f-aeff-7ff5d3cad3cb,
Full Cut,23017,DPLevel2,df9b65de-098e-4fe5-88c3-26b3fc764e51,
Full Cut,23018,DPLevel2,9a8d1a57-d19c-4411-9889-383df4268f48,
Full Cut,23019,DPLevel2,d3677c8e-1f37-4383-89e2-0a5604fac774,
Full Cut,23020,DPLevel2,17947b20-80ec-47a3-87df-152629a3bcd8,
Full Cut,23021,DPLevel2,4cc5a5a0-7dbc-4a9a-8cf0-232808faf4b8,
Full Cut,23022,DPLevel2,76b2ed5e-8fd7-4d13-9cb3-04521588be32,
Full Cut,23023,DPLevel2,641dbf1a-d6d0-402c-825e-cde4f87007a8,
Full Cut,23024,DPLevel2,ac668934-64fb-4aaa-a114-f32aa7f417ee,
Full Cut,23025,DPLevel2,33a94a5d-ff63-444e-91af-6a5c60b9811f,
Full Cut,23040,DPLevel2,783766b9-1426-44ff-9a84-516cf7528fb4,
Full Cut,23041,DPLevel2,054dcd75-e8ad-4075-8772-5cbb371d3999,
Full Cut,23043,DPLevel2,5bcf2577-52ad-4912-a687-d67360942f17,
Full Cut,23044,DPLevel2,31bbdfb1-9179-43a2-a673-a261255f40ab,
Full Cut,23046,DPLevel2,b0bc7f07-126f-4736-af11-0060c8c086be,
Full Cut,23047,DPLevel2,5358436a-8992-437e-8df8-cf62e980ec36,
Full Cut,23053,DPLevel2,94cda2f8-7b9d-4564-89ba-10b1de50e485,
Full Cut,23054,DPLevel2,fa99bbeb-2f5a-4065-acd4-55a56539efaa,
Full Cut,23061,DPLevel2,e9e17e81-48ea-4801-87b6-136c84e6d7e1,
Full Cut,23062,DPLevel2,fa029973-5315-4d74-a6ea-0c0cee8e0e26,
Full Cut,23149,DPLevel2,1d58482d-ecc3-408f-9903-be9442cd78d9,
Full Cut,23150,DPLevel2,aba60ce0-f15f-4128-a9fa-14c13f6b56c1,
Full Cut,23151,DPLevel2,3200f3e9-2ec8-4943-90e3-cd61f975dd39,
Full Cut,23152,DPLevel2,4dbdf813-59aa-4115-8da3-d9503abb08f3,
Full Cut,23153,DPLevel2,1fb8a9f9-5565-4ca9-9dbe-e095de4868a2,
Full Cut,23154,DPLevel2,5b108870-58c9-4881-972b-66f4e4022af0,
Full Cut,23155,DPLevel2,fc4284cf-08c2-4fac-bb3e-9f5a9ef7650c,
Full Cut,23156,DPLevel2,a3e4724d-64c9-46b5-a2c6-db02a328aa89,
Full Cut,23157,DPLevel2,0bef08b2-1724-4e01-b21b-4d96448bb2e3,
Full Cut,23158,DPLevel2,3fc70efd-1069-4b83-b494-f3a089d531c4,
Full Cut,24050,DPLevel2,9dbb8e6d-74eb-4d19-89b5-4591a8b7abcf,
Full Cut,24051,DPLevel2,5ff17716-3ca5-4f2b-846b-b809b571e8ef,
Full Cut,24052,DPLevel2,34218015-f7d3-4f39-bb91-43813e4d2fae,
Full Cut,24053,DPLevel2,f2b43309-0090-4012-bef8-420ef16f53ef,
Full Cut,24054,DPLevel2,289be2bb-a8a6-41bf-be7e-be0cf8945033,
Full Cut,24060,DPLevel2,eef51d3a-b2b0-484b-8ebc-1ebd89acf395,
Full Cut,24061,DPLevel2,db08e97b-92c7-4253-9534-f6defd89c287,
Full Cut,24062,DPLevel2,5dd682cd-3a71-4077-8146-20a5632bf1c0,
Full Cut,24063,DPLevel2,0e444c79-29a5-440a-85b7-c1ea299bc8d4,
Full Cut,24064,DPLevel2,4a6d5f96-70ea-419e-a7e9-09711eb740b1,
Full Cut,24070,DPLevel2,16385079-b6c4-4f82-91b0-696f0670084e,
Full Cut,24071,DPLevel2,00da3eaa-e15a-40b5-a675-31d57a787fad,
Full Cut,24072,DPLevel2,87ef657d-e6fc-4133-82e5-d8265659d4fb,
Full Cut,24073,DPLevel2,9f1005d8-44cd-47f4-aa66-c96e637d5af8,
Full Cut,24074,DPLevel2,a53e7cab-f8de-455f-8131-f6832e88d79e,
Full Cut,24077,DPLevel2,0c76a369-b0cd-409a-928a-3f36948998e7,
Full Cut,24080,DPLevel2,46305f33-eb85-484c-98aa-a0faf45c73dd,
Full Cut,24081,DPLevel2,c8a953e9-7c17-4abf-9f33-b8f4e6dad9d2,
Full Cut,24082,DPLevel2,bb077630-587e-47cd-a005-11aa19bbf175,
Full Cut,24083,DPLevel2,32f11dca-b4c1-4323-859f-7a2bbca51a5c,
Full Cut,24084,DPLevel2,1611df83-c3ec-4b0a-b4e0-342e2afa8a14,
Full Cut,24100,DPLevel2,e8b7ab3c-3b8e-4047-8858-9e2202a299b1,
Full Cut,24120,DPLevel2,7c4871d6-441b-44ac-8a5f-743f69e5b45e,
Full Cut,24121,DPLevel2,a4c96a7c-1b54-4e47-b364-6d0274970018,
Full Cut,24122,DPLevel2,2c0b745e-75c6-4259-bc86-8ac7766c7f3d,
Full Cut,24123,DPLevel2,47e878d9-3df7-4ceb-bf6a-a8e9d27c04e2,
Full Cut,24124,DPLevel2,e46b4a59-71a3-43dc-8ad7-b31fac0ca8d5,
Full Cut,24160,DPLevel2,6c028243-64e9-4d3b-8f6e-d7c25d66d380,
Full Cut,2500,DPLevel2,f19abe4e-4677-4f81-bc63-9093df5eb753,
Full Cut,2501,DPLevel2,1a8423e8-6184-4a26-95f1-57f884dd4399,
Full Cut,25092,DPLevel2,a7e18d17-4bf1-4f58-b6b4-e788e311472a,
Full Cut,25093,DPLevel2,4eec098f-fb9d-41ec-86bd-f79d9a4c32d8,
Full Cut,25094,DPLevel2,ad77d2a2-f0c6-4906-889c-cb2d511e3fe9,
Full Cut,2562,DPLevel1,2a286b73-f137-4fa7-9b37-7614debed8a6,
Full Cut,2563,DPLevel1,709ecfa2-1b9b-4543-9803-2bcd3364d098,
Full Cut,2564,DPLevel1,e6c2945c-793c-4a96-9ed4-8fb3407fde28,
Full Cut,2565,DPLevel1,c3523114-068e-4c3e-a0eb-060ed9bcc223,
Full Cut,2582,DPLevel2,a06d7d88-32dc-49b5-b6e1-fa1752c6560d,
Full Cut,2583,DPLevel2,c8e6c923-618a-480c-876c-b6b64d678a3a,
Full Cut,2584,DPLevel2,153bc790-dced-4d07-b6f0-ebd10072be96,
Full Cut,2585,DPLevel2,03aaba5f-f3ee-4cce-a59c-cab2508dbb72,
Full Cut,2586,DPLevel2,637fce6e-78bf-4592-ab1b-387add40836f,
Full Cut,2587,DPLevel2,bddc50ad-430d-41d0-af72-06a373b5a761,
Full Cut,2588,DPLevel2,9886ccc1-e858-4d26-96da-5bf70cb84058,
Full Cut,2589,DPLevel2,e6671440-4598-418e-b920-d23ff8e97c48,
Full Cut,2590,DPLevel2,0c22f551-ee0c-49c5-b5af-56cc9109e1e9,
Full Cut,2591,DPLevel2,8875b210-0a6b-42e9-8a74-bbcb64723bb4,
Full Cut,2592,DPLevel2,ef6e42a8-2991-4460-a377-8fa675f20699,
Full Cut,2593,DPLevel2,3742094f-573f-4713-83a7-6964d1d30b0b,
Full Cut,2594,DPLevel2,56a95453-221e-4764-aafc-9b827afc8a37,
Full Cut,2595,DPLevel2,0321f31f-4894-4753-ac28-f058169b002c,
Full Cut,2660,DPLevel2,e672dd4e-6158-4055-99be-812b774c66df,
Full Cut,2661,DPLevel2,67152645-92e2-4241-bec4-988aaed1311b,
Full Cut,2662,DPLevel2,3706a689-9f9c-429c-b967-39df3d0405ba,
Full Cut,2663,DPLevel2,4f69fd01-cd11-4b2b-9d3a-a57fc05c2dc6,
Full Cut,5554,DPLevel2,0ed2626e-a3c2-469f-866a-ed3f1fe9bc59,
Full Cut,5555,DPLevel2,fdf0023c-cb30-4f80-901c-632e4e963602,
Full Cut,5556,DPLevel2,cfad826b-c683-49e5-8750-a412eaddb3d5,
Full Cut,5557,DPLevel2,22c88d54-114c-4ff6-a3e2-5df1905248a0,
Full Cut,5558,DPLevel2,c810d9e9-590f-48f6-8f02-d59ea7350bec,
Full Cut,5559,DPLevel2,ac7cf481-0f87-4ee4-b67f-9685a9e945f5,
Full Cut,5560,DPLevel2,63dabbf0-d1b7-43ca-9279-110daaa528a5,
Full Cut,5561,DPLevel2,76615239-f69c-412b-9d4f-322b1fbecfa3,
Full Cut,5705,DPLevel2,b3ca177b-8c51-44bf-824a-2b877b3b78a0,
Full Cut,5706,DPLevel2,a2c3c050-62f2-4ee2-bd07-37659d4d020b,
Full Cut,5707,DPLevel2,aac15610-05b2-483c-8fc4-b43e40ba2ad9,
Full Cut,5708,DPLevel2,6c779b48-822e-439c-8bfd-ef6af3c4eaa8,
Full Cut,5709,DPLevel2,738f914b-fd50-4342-9035-d36478c6a915,
Full Cut,5710,DPLevel2,7d5f6ee0-c8d9-465e-8a12-d4ea219bfc5c,
Full Cut,5711,DPLevel2,08dcc9d5-b9bd-40a3-ad8c-0eb2e366f746,
Full Cut,5712,DPLevel2,6915886d-a8d6-428e-82e6-c8fa726ca692,
Full Cut,5713,DPLevel2,39dd310d-5629-452d-99a1-8bc5b4dfb4af,
Full Cut,5714,DPLevel2,7aa64dbb-f762-41aa-8bcb-9c71646979ea,
Full Cut,5715,DPLevel2,d6a16bd1-f7ad-49f8-beb7-cb60e685a610,
Full Cut,5716,DPLevel2,6c577bde-67fd-4ce2-b4f4-4aa00a5d3a94,
Full Cut,6274,DPLevel2,fc6a39cb-8d77-4329-a042-6d2b70f65431,
Half Cut Rev 1,2562,DPLevel1,6734bcd6-7a20-4e25-8e58-8d2aff3ec010,
Half Cut Rev 1,2563,DPLevel1,23cb9ba5-c2cc-4daf-a2a5-f1490117aceb,
Half Cut Rev 1,2564,DPLevel1,bf8b59e3-a702-42d6-8600-a2e7beabdd8d,
Half Cut Rev 1,2565,DPLevel1,1b5c86ac-a6fb-4abb-b169-a5adab6c70c4,
Half Cut Rev 1,1055,DPLevel2,14d99cdf-37a5-44b2-abb9-0d5d24b65165,
Half Cut Rev 1,11038,DPLevel2,a2c616b9-efb5-455e-9e0d-5d1167760a31,
Half Cut Rev 1,11039,DPLevel2,14a3d58c-dd05-4d3f-880d-530d2ed2eb00,
Half Cut Rev 1,11040,DPLevel2,73f2ca98-d031-4acd-8304-6f3d3d25b7fb,
Half Cut Rev 1,11041,DPLevel2,4d078121-56a7-466e-a5a3-5e9082d4d17a,
Half Cut Rev 1,11042,DPLevel2,9d72d9a4-f8de-43bf-8352-68e94bc61389,
Half Cut Rev 1,11043,DPLevel2,76d92585-869b-4e97-8beb-66b8c494ff12,
Half Cut Rev 1,11044,DPLevel2,fb91b5fe-c92f-40a6-900b-b50eebd015c9,
Half Cut Rev 1,11045,DPLevel2,30cb0ddf-97a9-4bf0-a3bd-7a5be50575c1,
Half Cut Rev 1,11046,DPLevel2,c2bcc5b8-b592-4651-bd85-6da5ae774494,
